session_id,label,step_0_delta_time,step_0_step_gap,step_0_loss_val,step_0_loss_velocity,step_0_time_per_index,step_0_is_compute_phase,step_0_cum_time_norm,step_1_delta_time,step_1_step_gap,step_1_loss_val,step_1_loss_velocity,step_1_time_per_index,step_1_is_compute_phase,step_1_cum_time_norm,step_2_delta_time,step_2_step_gap,step_2_loss_val,step_2_loss_velocity,step_2_time_per_index,step_2_is_compute_phase,step_2_cum_time_norm,step_3_delta_time,step_3_step_gap,step_3_loss_val,step_3_loss_velocity,step_3_time_per_index,step_3_is_compute_phase,step_3_cum_time_norm,step_4_delta_time,step_4_step_gap,step_4_loss_val,step_4_loss_velocity,step_4_time_per_index,step_4_is_compute_phase,step_4_cum_time_norm,step_5_delta_time,step_5_step_gap,step_5_loss_val,step_5_loss_velocity,step_5_time_per_index,step_5_is_compute_phase,step_5_cum_time_norm,step_6_delta_time,step_6_step_gap,step_6_loss_val,step_6_loss_velocity,step_6_time_per_index,step_6_is_compute_phase,step_6_cum_time_norm,step_7_delta_time,step_7_step_gap,step_7_loss_val,step_7_loss_velocity,step_7_time_per_index,step_7_is_compute_phase,step_7_cum_time_norm,step_8_delta_time,step_8_step_gap,step_8_loss_val,step_8_loss_velocity,step_8_time_per_index,step_8_is_compute_phase,step_8_cum_time_norm,step_9_delta_time,step_9_step_gap,step_9_loss_val,step_9_loss_velocity,step_9_time_per_index,step_9_is_compute_phase,step_9_cum_time_norm,step_10_delta_time,step_10_step_gap,step_10_loss_val,step_10_loss_velocity,step_10_time_per_index,step_10_is_compute_phase,step_10_cum_time_norm
97,1,0,0,0,0,0,0,0,2.573,107,0.6429,0.24986397201710067,0.024046728971962618,1,0.08576666666666667,2.073,107,0.1314,-0.246743849,0.019373831775700935,1,0.15486666666666665,2.073,107,0.1705,0.018861553304389784,0.019373831775700935,1,0.22396666666666668,2.074,107,1.5498,0.6650433944069432,0.019383177570093457,1,0.29309999999999997,0.019,1,1.1257,-22.32105263,0.019,1,0.2937333333333333,2.679,0,0,-0.420194102,2.679,0,0.38303333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,0,0,0,0,0,0,0,1.98,93,0.7018,0.35444444444444445,0.02129032258064516,1,0.066,1.481,93,0.9728,0.18298446995273465,0.0159247311827957,1,0.11536666666666666,1.481,93,0.629,-0.232140446,0.0159247311827957,1,0.16473333333333334,1.481,93,0.001,-0.424037812,0.0159247311827957,1,0.2141,1.481,93,1.3487,0.9099932478055368,0.0159247311827957,1,0.2634666666666667,1.481,93,0.2519,-0.740580689,0.0159247311827957,1,0.31283333333333335,1.481,93,0.4351,0.12370020256583387,0.0159247311827957,1,0.36219999999999997,0.096,6,1.3951,10,0.016,1,0.3654,2.148,0,0,-0.649487896,2.148,0,0.437,0,0,0,0,0,0,0
99,1,0,0,0,0,0,0,0,1.966,101,0.3709,0.18865717192268566,0.019465346534653465,1,0.06553333333333333,1.467,101,0.8613,0.3342876618950238,0.014524752475247526,1,0.11443333333333333,1.467,101,2.3488,1.0139740967961828,0.014524752475247526,1,0.16333333333333336,1.466,101,0.4886,-1.268894952,0.014514851485148514,1,0.2122,0.044,3,0.5336,1.0227272727272725,0.014666666666666666,1,0.21366666666666667,2.235,0,0,-0.238747204,2.235,0,0.2881666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,0,0,0,0,0,0,0,3.116,161,0.5831,0.18713093709884465,0.019354037267080747,1,0.10386666666666668,2.617,161,0.001,-0.222430264,0.016254658385093167,1,0.1911,2.617,161,0.001,0,0.016254658385093167,1,0.2783333333333333,2.617,161,0.6243,0.23817348108521205,0.016254658385093167,1,0.3655666666666667,0.016,1,0.6367,0.7750000000000048,0.016,1,0.36610000000000004,3.014,0,0,-0.211247512,3.014,0,0.4665666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,1.854,1,1.2818,0.6913700107874865,1.854,1,0.0618,1.362,1,1.0155,-0.195521292,1.362,1,0.1072,1.385,1,0.8274,-0.135812274,1.385,1,0.15336666666666668,1.323,1,0.6721,-0.117384732,1.323,1,0.19746666666666668,1.332,1,0.5549,-0.087987988,1.332,1,0.24186666666666667,1.346,1,0.4485,-0.079049034,1.346,1,0.28673333333333334,1.32,1,0.3644,-0.063712121,1.32,1,0.3307333333333334,0.519,0,0,-0.702119461,0.519,0,0.34803333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0.868,1,1.9294,2.2228110599078343,0.868,1,0.028933333333333332,0.417,1,1.528,-0.962589928,0.417,1,0.04283333333333333,0.343,1,1.2311,-0.865597668,0.343,1,0.054266666666666664,0.33,1,0.9834,-0.750606061,0.33,1,0.06526666666666667,0.381,1,0.8013,-0.477952756,0.381,1,0.07796666666666667,0.331,1,0.645,-0.472205438,0.331,1,0.089,0.805,0,0,-0.801242236,0.805,0,0.11583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,0,0,0,0,0,0,0,2.421,131,0.4741,0.1958281701776126,0.01848091603053435,1,0.0807,1.922,131,0.001,-0.246149844,0.01467175572519084,1,0.14476666666666665,1.922,131,0.001,0,0.01467175572519084,1,0.20883333333333332,1.922,131,1.3367,0.6949531737773154,0.01467175572519084,1,0.2729,2.306,0,0,-0.579661752,2.306,0,0.34976666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,2.224,1,1.4469,0.6505845323741007,2.224,1,0.07413333333333334,1.666,1,1.1731,-0.164345738,1.666,1,0.12966666666666668,1.644,1,0.9563,-0.131873479,1.644,1,0.18446666666666667,1.65,1,0.7672,-0.114606061,1.65,1,0.23946666666666666,1.137,0,0,-0.674758135,1.137,0,0.27736666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0.987,1,1.3009,1.3180344478216819,0.987,1,0.0329,0.539,1,1.0309,-0.500927644,0.539,1,0.050866666666666664,0.474,1,0.842,-0.398523207,0.474,1,0.06666666666666667,1.321,0,0,-0.637395912,1.321,0,0.1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,1.634,1,1.8954,1.1599755201958384,1.634,1,0.05446666666666666,1.083,1,1.5301,-0.337303786,1.083,1,0.09056666666666667,1.149,1,1.2055,-0.282506527,1.149,1,0.12886666666666666,1.099,1,0.9773,-0.207643312,1.099,1,0.1655,1.326,0,0,-0.737028658,1.326,0,0.20970000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,0,0,0,0,0,0,0,1.476,100,1.0055,0.6812330623306233,0.01476,1,0.0492,0.976,100,0.2639,-0.759836066,0.00976,1,0.08173333333333334,0.976,100,0.001,-0.269364754,0.00976,1,0.11426666666666667,0.976,100,0.4518,0.4618852459016393,0.00976,1,0.14679999999999999,0.977,100,0.5539,0.10450358239508697,0.00977,1,0.17936666666666667,0.976,100,0.9188,0.37387295081967215,0.00976,1,0.2119,0.049,5,0.2452,-13.74693878,0.0098,1,0.21353333333333332,2.179,0,0,-0.112528683,2.179,0,0.2861666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,0,0,0,0,0,0,0,1.766,85,0.1456,0.08244620611551529,0.020776470588235296,1,0.058866666666666664,1.267,85,0.001,-0.114127861,0.014905882352941175,1,0.1011,1.267,85,0.001,0,0.014905882352941175,1,0.14333333333333334,1.267,85,0.4994,0.39337016574585637,0.014905882352941175,1,0.18556666666666669,0.045,3,0.9574,10.177777777777779,0.015,1,0.18706666666666666,2.624,0,0,-0.364862805,2.624,0,0.27453333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,2.207,1,1.7135,0.7763932940643408,2.207,1,0.07356666666666666,1.742,1,1.3727,-0.195637199,1.742,1,0.13163333333333332,1.759,1,1.0797,-0.166571916,1.759,1,0.19026666666666667,1.751,1,0.8591,-0.125985151,1.751,1,0.24863333333333332,1.776,1,0.6816,-0.099943694,1.776,1,0.3078333333333333,1.695,1,0.5372,-0.08519174,1.695,1,0.36433333333333334,1.78,1,0.4319,-0.059157303,1.78,1,0.4236666666666667,1.355,0,0,-0.318745387,1.355,0,0.4688333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0,0,0,0,0,0,0.97,73,0.7357,0.7584536082474227,0.013287671232876712,1,0.03233333333333333,0.471,73,0.0352,-1.487261146,0.006452054794520548,1,0.04803333333333334,0.471,73,0.8815,1.7968152866242038,0.006452054794520548,1,0.06373333333333334,0.471,73,0.2485,-1.343949045,0.006452054794520548,1,0.07943333333333333,0.471,73,0.001,-0.525477707,0.006452054794520548,1,0.09513333333333333,0.471,73,0.3513,0.7437367303609342,0.006452054794520548,1,0.11083333333333334,0.47,73,1.0825,1.555744680851064,0.0064383561643835616,1,0.1265,0.471,73,0.001,-2.296178344,0.006452054794520548,1,0.1422,0.045,7,0.001,0,0.0064285714285714285,1,0.1437,2.628,0,0,-0.000380518,2.628,0,0.2313
111,0,0,0,0,0,0,0,0,1.645,1,1.9363,1.177082066869301,1.645,1,0.05483333333333333,1.093,1,1.5357,-0.366514181,1.093,1,0.09126666666666666,1.134,1,1.2362,-0.264109347,1.134,1,0.12906666666666666,1.094,1,0.9719,-0.241590494,1.094,1,0.16553333333333334,1.149,1,0.76,-0.184421236,1.149,1,0.20383333333333334,1.169,1,0.6261,-0.114542344,1.169,1,0.2428,0.772,0,0,-0.811010363,0.772,0,0.2685333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,1.182,1,1.6223,1.3725042301184434,1.182,1,0.0394,0.679,1,1.2949,-0.482179676,0.679,1,0.062033333333333336,0.612,1,1.0176,-0.453104575,0.612,1,0.08243333333333333,0.637,1,0.8206,-0.309262166,0.637,1,0.10366666666666666,0.969,0,0,-0.846852425,0.969,0,0.13596666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,1.077,1,1.5773,1.464531104921077,1.077,1,0.0359,0.614,1,1.2576,-0.520684039,0.614,1,0.05636666666666667,0.57,1,0.9901,-0.469298246,0.57,1,0.07536666666666667,0.572,1,0.7988,-0.334440559,0.572,1,0.09443333333333334,0.616,1,0.6439,-0.251461039,0.616,1,0.11496666666666666,0.584,1,0.518,-0.215582192,0.584,1,0.13443333333333335,1.154,0,0,-0.448873484,1.154,0,0.1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,1.609,1,1.2293,0.7640149160969547,1.609,1,0.05363333333333333,1.077,1,0.9938,-0.218662953,1.077,1,0.08953333333333333,1.079,1,0.7965,-0.182854495,1.079,1,0.1255,1.134,1,0.6293,-0.147442681,1.134,1,0.1633,1.084,1,0.5033,-0.116236162,1.084,1,0.19943333333333332,1.127,1,0.4041,-0.088021295,1.127,1,0.23700000000000002,1.061,1,0.3067,-0.091800189,1.061,1,0.27236666666666665,1.44,0,0,-0.212986111,1.44,0,0.3203666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,0,0,0,0,0,0,0,1.378,93,1.1058,0.8024673439767779,0.014817204301075268,1,0.04593333333333333,0.878,93,0.2724,-0.949202733,0.009440860215053764,1,0.07519999999999999,0.878,93,0.001,-0.309111617,0.009440860215053764,1,0.10446666666666667,0.878,93,0.213,0.24145785876993164,0.009440860215053764,1,0.13373333333333332,0.878,93,0.4834,0.30797266514806376,0.009440860215053764,1,0.16299999999999998,0.878,93,0.001,-0.549430524,0.009440860215053764,1,0.19226666666666667,0.878,93,0.001,0,0.009440860215053764,1,0.22153333333333333,0.009,1,0.306,33.88888888888889,0.009,1,0.22183333333333335,2.325,0,0,-0.131612903,2.325,0,0.29933333333333334,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,2.237,1,1.8011,0.8051408135896289,2.237,1,0.07456666666666667,1.734,1,1.4563,-0.198846597,1.734,1,0.13236666666666666,1.706,1,1.1508,-0.179073857,1.706,1,0.1892333333333333,1.732,1,0.9265,-0.129503464,1.732,1,0.24696666666666667,1.756,1,0.7501,-0.100455581,1.756,1,0.3055,1.718,1,0.607,-0.083294529,1.718,1,0.3627666666666666,1.712,1,0.4765,-0.076226636,1.712,1,0.41983333333333334,1.087,0,0,-0.438362466,1.087,0,0.4560666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,1.369,1,1.9117,1.3964207450693937,1.369,1,0.04563333333333333,0.881,1,1.5291,-0.434279228,0.881,1,0.075,0.87,1,1.2104,-0.366321839,0.87,1,0.10400000000000001,0.868,1,0.9751,-0.271082949,0.868,1,0.13293333333333332,0.927,1,0.7925,-0.196979504,0.927,1,0.16383333333333333,1.084,0,0,-0.731088561,1.084,0,0.19996666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,0,0,0,0,0,0,0,2.475,102,0.7201,0.2909494949494949,0.02426470588235294,1,0.0825,1.976,102,1.7359,0.5140688259109312,0.019372549019607842,1,0.14836666666666665,1.975,102,0.001,-0.87843038,0.019362745098039216,1,0.2142,1.976,102,0.641,0.32388663967611336,0.019372549019607842,1,0.28006666666666663,1.976,102,0.001,-0.32388664,0.019372549019607842,1,0.3459333333333333,2.309,0,0,-0.000433088,2.309,0,0.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0.975,1,1.9142,1.9632820512820512,0.975,1,0.0325,0.511,1,1.5249,-0.76183953,0.511,1,0.04953333333333333,0.527,1,1.2331,-0.55370019,0.527,1,0.06709999999999999,0.459,1,0.9788,-0.554030501,0.459,1,0.0824,0.49,1,0.7761,-0.413673469,0.49,1,0.09873333333333334,0.534,1,0.6248,-0.283333333,0.534,1,0.11653333333333334,1.048,0,0,-0.596183206,1.048,0,0.15146666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,0,0,0,0,0,0,0,1.038,88,0.5683,0.547495183044316,0.011795454545454546,1,0.0346,0.538,88,0.001,-1.054460967,0.006113636363636364,1,0.052533333333333335,0.538,88,0.4309,0.7990706319702602,0.006113636363636364,1,0.07046666666666666,0.539,88,1.6767,2.311317254174397,0.006125,1,0.08843333333333334,0.538,88,0.1569,-2.824907063,0.006113636363636364,1,0.10636666666666666,0.012,2,0.001,-12.99166667,0.006,1,0.10676666666666666,3.345,0,0,-0.000298954,3.345,0,0.21826666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,0,0,0,0,0,0,0,2.244,120,0.4599,0.2049465240641711,0.0187,1,0.0748,1.744,120,0.0616,-0.228383028,0.014533333333333334,1,0.13293333333333332,1.745,120,0.001,-0.034727794,0.014541666666666668,1,0.1911,1.744,120,0.001,0,0.014533333333333334,1,0.24923333333333333,1.744,120,0.3178,0.181651376146789,0.014533333333333334,1,0.3073666666666667,1.745,120,0.7522,0.2489398280802292,0.014541666666666668,1,0.3655333333333333,3.132,0,0,-0.240166028,3.132,0,0.46993333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,0,0,0,0,0,0,0,1.95,99,0.33,0.16923076923076924,0.019696969696969695,1,0.065,1.45,99,0.001,-0.226896552,0.014646464646464645,1,0.11333333333333333,1.45,99,1.6516,1.138344827586207,0.014646464646464645,1,0.16166666666666665,1.451,99,0.1244,-1.052515507,0.014656565656565658,1,0.21003333333333335,1.45,99,0.7651,0.4418620689655173,0.014646464646464645,1,0.2583666666666667,1.45,99,0.001,-0.526965517,0.014646464646464645,1,0.30670000000000003,1.451,99,0.55,0.3783597518952447,0.014656565656565658,1,0.35506666666666664,3.365,0,0,-0.163447251,3.365,0,0.46723333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0.709,1,1.9013,2.6816643159379407,0.709,1,0.023633333333333333,0.162,1,1.5031,-2.458024691,0.162,1,0.029033333333333335,0.199,1,1.1951,-1.547738693,0.199,1,0.035666666666666666,0.235,1,0.9458,-1.060851064,0.235,1,0.0435,0.18,1,0.7581,-1.042777778,0.18,1,0.0495,0.212,1,0.6204,-0.649528302,0.212,1,0.05656666666666667,1.186,0,0,-0.523102867,1.186,0,0.0961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,1.262,1,1.9428,1.5394611727416798,1.262,1,0.04206666666666667,0.836,1,1.5403,-0.48145933,0.836,1,0.06993333333333333,0.843,1,1.2126,-0.388730724,0.843,1,0.09803333333333333,0.791,1,0.965,-0.313021492,0.791,1,0.12440000000000001,0.769,1,0.7692,-0.254616385,0.769,1,0.15003333333333335,0.794,1,0.6323,-0.172418136,0.794,1,0.1765,0.812,1,0.4915,-0.173399015,0.812,1,0.20356666666666667,0.845,1,0.4083,-0.098461538,0.845,1,0.23173333333333332,1.387,0,0,-0.294376352,1.387,0,0.2779666666666667,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0,1.246,70,0.001,0.0008025682182985554,0.0178,1,0.04153333333333333,0.746,70,0.1447,0.19262734584450403,0.010657142857142856,1,0.0664,0.747,70,0.9893,1.1306559571619812,0.010671428571428571,1,0.09129999999999999,0.746,70,0.278,-0.953485255,0.010657142857142856,1,0.11616666666666667,0.747,70,0.2871,0.012182061579651937,0.010671428571428571,1,0.14106666666666667,0.746,70,0.9543,0.8943699731903485,0.010657142857142856,1,0.16593333333333332,0.746,70,1.2935,0.45469168900804297,0.010657142857142856,1,0.1908,0.747,70,0.001,-1.730254351,0.010671428571428571,1,0.2157,0.032,3,0.0782,2.4125,0.010666666666666666,1,0.21676666666666666,2.08,0,0,-0.037596154,2.08,0,0.2861
126,0,0,0,0,0,0,0,0,0.745,1,1.5548,2.086979865771812,0.745,1,0.024833333333333332,0.193,1,1.225,-1.70880829,0.193,1,0.031266666666666665,0.234,1,0.9729,-1.077350427,0.234,1,0.039066666666666666,0.851,0,0,-1.143243243,0.851,0,0.06743333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,1.217,1,1.2531,1.0296631059983565,1.217,1,0.04056666666666667,0.743,1,1.0049,-0.334051144,0.743,1,0.06533333333333333,0.783,1,0.8182,-0.23844189,0.783,1,0.09143333333333332,0.744,1,0.6519,-0.223521505,0.744,1,0.11623333333333334,0.71,1,0.5342,-0.165774648,0.71,1,0.1399,0.78,1,0.4468,-0.112051282,0.78,1,0.16590000000000002,1.081,0,0,-0.413320999,1.081,0,0.20193333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,2.141,1,1.679,0.7842129845866418,2.141,1,0.07136666666666666,1.724,1,1.3544,-0.188283063,1.724,1,0.12883333333333333,1.721,1,1.083,-0.157699012,1.721,1,0.1862,1.665,1,0.8787,-0.122702703,1.665,1,0.2417,1.658,1,0.7037,-0.105548854,1.658,1,0.2969666666666667,1.66,1,0.5761,-0.07686747,1.66,1,0.3523,1.673,1,0.4726,-0.061864913,1.673,1,0.4080666666666667,1.644,1,0.359,-0.069099757,1.644,1,0.46286666666666665,0.812,0,0,-0.442118227,0.812,0,0.48993333333333333,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,1.732,1,1.4759,0.8521362586605081,1.732,1,0.05773333333333333,1.24,1,1.19,-0.230564516,1.24,1,0.09906666666666666,1.19,1,0.9688,-0.185882353,1.19,1,0.13873333333333332,1.251,1,0.7709,-0.158193445,1.251,1,0.18043333333333333,1.189,1,0.5999,-0.143818335,1.189,1,0.2200666666666667,1.43,0,0,-0.41951049,1.43,0,0.2677333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,0,0,0,0,0,0,0,1.299,71,0.001,0.0007698229407236336,0.018295774647887324,1,0.0433,0.8,71,0.4051,0.5051249999999999,0.011267605633802818,1,0.06996666666666668,0.799,71,0.4025,-0.003254068,0.011253521126760565,1,0.0966,0.8,71,0.001,-0.501875,0.011267605633802818,1,0.12326666666666666,0.799,71,0.0071,0.0076345431789737175,0.011253521126760565,1,0.1499,0.012,1,0.4103,33.6,0.012,1,0.15030000000000002,3.815,0,0,-0.107549148,3.815,0,0.27746666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0.955,1,1.5579,1.6313089005235604,0.955,1,0.03183333333333333,0.444,1,1.2389,-0.718468468,0.444,1,0.04663333333333333,0.445,1,1.001,-0.534606742,0.445,1,0.06146666666666667,0.774,0,0,-1.293281654,0.774,0,0.08726666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,1.377,1,1.6698,1.212636165577342,1.377,1,0.0459,0.913,1,1.329,-0.373274918,0.913,1,0.07633333333333334,0.884,1,1.0509,-0.31459276,0.884,1,0.10579999999999999,0.6,0,0,-1.7515,0.6,0,0.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0.955,1,1.4659,1.5349738219895288,0.955,1,0.03183333333333333,0.491,1,1.1704,-0.601832994,0.491,1,0.0482,0.527,1,0.9546,-0.409487666,0.527,1,0.06576666666666667,1.18,0,0,-0.808983051,1.18,0,0.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,1.147,1,1.9281,1.6809938971229292,1.147,1,0.038233333333333334,0.621,1,1.5531,-0.603864734,0.621,1,0.05893333333333333,0.679,1,1.223,-0.486156112,0.679,1,0.08156666666666666,0.648,1,0.9625,-0.402006173,0.648,1,0.10316666666666667,0.677,1,0.7573,-0.30310192,0.677,1,0.12573333333333334,0.667,1,0.6158,-0.212143928,0.667,1,0.14796666666666666,0.611,1,0.4912,-0.203927987,0.611,1,0.16833333333333333,0.682,1,0.3964,-0.139002933,0.682,1,0.19106666666666666,0.554,0,0,-0.715523466,0.554,0,0.20953333333333332,0,0,0,0,0,0,0
135,1,0,0,0,0,0,0,0,1.201,51,0.001,0.0008326394671107411,0.023549019607843138,1,0.04003333333333334,0.701,51,0.868,1.2368045649072754,0.013745098039215685,1,0.0634,0.701,51,0.001,-1.236804565,0.013745098039215685,1,0.08676666666666667,0.701,51,0.5339,0.7601997146932954,0.013745098039215685,1,0.11013333333333333,0.702,51,0.0003,-0.76011396,0.013764705882352941,1,0.13353333333333334,0.701,51,0.1999,0.28473609129814553,0.013745098039215685,1,0.15689999999999998,0.701,51,0.001,-0.283737518,0.013745098039215685,1,0.1802666666666667,0.701,51,0.4062,0.5780313837375178,0.013745098039215685,1,0.20363333333333333,0.096,7,0.2959,-1.148958333,0.013714285714285715,1,0.20683333333333334,2.41,0,0,-0.122780083,2.41,0,0.2871666666666667
136,1,0,0,0,0,0,0,0,1.701,87,0.001,0.0005878894767783657,0.019551724137931034,1,0.0567,1.202,87,0.1651,0.136522462562396,0.013816091954022988,1,0.09676666666666667,1.202,87,1.0731,0.7554076539101497,0.013816091954022988,1,0.13683333333333333,1.202,87,0.001,-0.891930116,0.013816091954022988,1,0.1769,1.202,87,0.5048,0.4191347753743761,0.013816091954022988,1,0.21696666666666667,1.202,87,0.001,-0.419134775,0.013816091954022988,1,0.25703333333333334,1.202,87,0.531,0.4409317803660566,0.013816091954022988,1,0.29710000000000003,1.201,87,0.001,-0.441298918,0.013804597701149427,1,0.33713333333333334,0.069,5,0.1035,1.4855072463768113,0.013800000000000002,1,0.3394333333333333,2.52,0,0,-0.041071429,2.52,0,0.42343333333333333
137,0,0,0,0,0,0,0,0,2.05,1,1.1867,0.5788780487804879,2.05,1,0.06833333333333333,1.548,1,0.94,-0.159366925,1.548,1,0.11993333333333332,1.588,1,0.7523,-0.118198992,1.588,1,0.17286666666666667,1.507,1,0.6211,-0.087060385,1.507,1,0.2231,1.534,1,0.4918,-0.084289439,1.534,1,0.27423333333333333,1.394,0,0,-0.352797704,1.394,0,0.32070000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,0,0,0,0,4.495,264,0.001,0.0002224694104560623,0.017026515151515154,1,0.14983333333333335,3.995,264,0.1725,0.042928660826032534,0.015132575757575758,1,0.28300000000000003,3.995,264,0.3544,0.04553191489361702,0.015132575757575758,1,0.41616666666666663,0.031,2,0.1781,-5.687096774,0.0155,1,0.4172,2.518,0,0,-0.070730739,2.518,0,0.5011333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,0,0,0,0,0,0,0,1.171,117,0.5979,0.5105892399658412,0.010008547008547008,1,0.03903333333333334,0.671,117,0.7619,0.24441132637853952,0.005735042735042735,1,0.0614,0.672,117,0.4327,-0.489880952,0.005743589743589744,1,0.0838,0.011,2,0.6412,18.954545454545457,0.0055,1,0.08416666666666667,2.91,0,0,-0.220343643,2.91,0,0.18116666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,1.99,1,1.9369,0.9733165829145729,1.99,1,0.06633333333333333,1.559,1,1.5573,-0.243489416,1.559,1,0.1183,1.501,1,1.2409,-0.210792805,1.501,1,0.16833333333333333,1.52,1,0.9953,-0.161578947,1.52,1,0.219,1.553,1,0.8075,-0.120927238,1.553,1,0.27076666666666666,1.258,0,0,-0.641891892,1.258,0,0.31270000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,2.215,1,1.8899,0.8532279909706546,2.215,1,0.07383333333333333,1.713,1,1.525,-0.213018097,1.713,1,0.13093333333333332,1.738,1,1.203,-0.185270426,1.738,1,0.18886666666666668,1.699,1,0.9636,-0.140906416,1.699,1,0.2455,1.265,0,0,-0.76173913,1.265,0,0.2876666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
