label,task_id,s0_event_type,s0_duration_ms,s0_cpu_usage,s0_io_ratio,s0_data_scope_days,s0_data_scope_area,s0_record_count,s0_export_size_kb,s1_event_type,s1_duration_ms,s1_cpu_usage,s1_io_ratio,s1_data_scope_days,s1_data_scope_area,s1_record_count,s1_export_size_kb,s2_event_type,s2_duration_ms,s2_cpu_usage,s2_io_ratio,s2_data_scope_days,s2_data_scope_area,s2_record_count,s2_export_size_kb,s3_event_type,s3_duration_ms,s3_cpu_usage,s3_io_ratio,s3_data_scope_days,s3_data_scope_area,s3_record_count,s3_export_size_kb,s4_event_type,s4_duration_ms,s4_cpu_usage,s4_io_ratio,s4_data_scope_days,s4_data_scope_area,s4_record_count,s4_export_size_kb,s5_event_type,s5_duration_ms,s5_cpu_usage,s5_io_ratio,s5_data_scope_days,s5_data_scope_area,s5_record_count,s5_export_size_kb,s6_event_type,s6_duration_ms,s6_cpu_usage,s6_io_ratio,s6_data_scope_days,s6_data_scope_area,s6_record_count,s6_export_size_kb,s7_event_type,s7_duration_ms,s7_cpu_usage,s7_io_ratio,s7_data_scope_days,s7_data_scope_area,s7_record_count,s7_export_size_kb,s8_event_type,s8_duration_ms,s8_cpu_usage,s8_io_ratio,s8_data_scope_days,s8_data_scope_area,s8_record_count,s8_export_size_kb,s9_event_type,s9_duration_ms,s9_cpu_usage,s9_io_ratio,s9_data_scope_days,s9_data_scope_area,s9_record_count,s9_export_size_kb,s10_event_type,s10_duration_ms,s10_cpu_usage,s10_io_ratio,s10_data_scope_days,s10_data_scope_area,s10_record_count,s10_export_size_kb,s11_event_type,s11_duration_ms,s11_cpu_usage,s11_io_ratio,s11_data_scope_days,s11_data_scope_area,s11_record_count,s11_export_size_kb,s12_event_type,s12_duration_ms,s12_cpu_usage,s12_io_ratio,s12_data_scope_days,s12_data_scope_area,s12_record_count,s12_export_size_kb,s13_event_type,s13_duration_ms,s13_cpu_usage,s13_io_ratio,s13_data_scope_days,s13_data_scope_area,s13_record_count,s13_export_size_kb,s14_event_type,s14_duration_ms,s14_cpu_usage,s14_io_ratio,s14_data_scope_days,s14_data_scope_area,s14_record_count,s14_export_size_kb,s15_event_type,s15_duration_ms,s15_cpu_usage,s15_io_ratio,s15_data_scope_days,s15_data_scope_area,s15_record_count,s15_export_size_kb,s16_event_type,s16_duration_ms,s16_cpu_usage,s16_io_ratio,s16_data_scope_days,s16_data_scope_area,s16_record_count,s16_export_size_kb,s17_event_type,s17_duration_ms,s17_cpu_usage,s17_io_ratio,s17_data_scope_days,s17_data_scope_area,s17_record_count,s17_export_size_kb,s18_event_type,s18_duration_ms,s18_cpu_usage,s18_io_ratio,s18_data_scope_days,s18_data_scope_area,s18_record_count,s18_export_size_kb,s19_event_type,s19_duration_ms,s19_cpu_usage,s19_io_ratio,s19_data_scope_days,s19_data_scope_area,s19_record_count,s19_export_size_kb
0,job-nrm-long-64808e,1,0,0.3832,1.0,0,0,0,2.1162,2,0,0.0,1.0,134,5000,0,0.0,4,1891.3112,69.9349,0.9685,0,0,5000,0.8295,4,1602.8609,53.7242,0.9698,0,0,5000,2.1334,4,2054.8025,37.4589,0.9458,0,0,5000,1.4873,4,1495.124,41.3634,0.9604,0,0,5000,0.0,4,2188.3248,46.7742,0.9609,0,0,5000,0.0253,4,2039.4209,53.3845,0.9603,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,200.1762,4,2256.5047,51.0829,0.9599,0,0,5000,3.3052,4,1525.5676,47.8726,0.9457,0,0,5000,0.0,4,2333.0115,39.4528,0.9533,0,0,5000,0.0,4,1890.254,55.5218,0.9672,0,0,5000,0.2529,4,2225.7772,58.8814,0.958,0,0,5000,1.1789,6,0.0,3.186,1.0,0,0,0,198.2413,4,1896.51,48.0074,0.9614,0,0,5000,0.2241,4,2386.4611,54.3856,0.9571,0,0,5000,0.0,4,1854.5737,53.6344,0.9725,0,0,5000,0.7413,4,1803.4618,59.6986,0.9532,0,0,5000,0.8384,4,2231.7889,56.3503,0.976,0,0,5000,0.0
1,job-atk-stlth-194209,1,0,0.0,1.0,0,0,0,3.1973,2,0,0.0,1.0,15,800,0,0.0,3,0.0,37.067,0.0077,0,0,30000,0.4496,5,3479.0,46.9468,1.0092,0,0,1,0.0,5,4200.9548,45.0182,0.9957,0,0,1,0.099,5,4436.142,51.6395,1.0071,0,0,1,2.4261,5,3981.0898,70.2711,0.9906,0,0,1,3.51,5,3777.8697,65.8872,0.9966,0,0,1,0.0,5,2823.3275,63.361,1.0175,0,0,1,0.0,5,2875.2762,58.2217,0.9873,0,0,1,0.3071,5,3404.3625,56.2958,0.9912,0,0,1,0.0,5,3586.9953,45.6341,1.0064,0,0,1,1.9489,5,3420.495,70.3542,0.9833,0,0,1,1.4711,7,0.0,0.0,1.0,0,0,0,18.7072,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-e0a48c,1,0,0.0393,1.0,0,0,0,0.0,2,0,6.1593,1.0,164,5000,0,2.4529,4,1851.9486,41.3918,0.9735,0,0,5000,1.3545,4,2042.0412,47.0864,0.9595,0,0,5000,0.0,4,1754.3,41.2111,0.9502,0,0,5000,0.1784,4,2090.051,47.9116,0.9749,0,0,5000,5.0388,4,1857.9276,35.3327,0.9574,0,0,5000,0.0,4,2312.9998,51.7675,0.9773,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,203.3697,4,2256.6781,56.9141,0.9348,0,0,5000,0.0,4,2123.3043,53.2857,0.9807,0,0,5000,0.4862,4,1766.0074,35.5935,0.9706,0,0,5000,0.0,4,1994.3797,37.6912,0.9566,0,0,5000,3.8376,4,1749.2265,68.2949,0.9776,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,198.3451,4,1782.3494,46.9866,0.9651,0,0,5000,4.3428,4,1714.5354,47.2351,0.9493,0,0,5000,0.0,4,2490.374,45.6101,0.9571,0,0,5000,1.7491,4,1922.1391,36.2121,0.972,0,0,5000,0.0,4,1692.9945,51.7781,0.935,0,0,5000,0.0
1,job-atk-stlth-7129ae,1,0,0.0,1.0,0,0,0,0.482,2,0,4.2902,1.0,18,800,0,0.0,3,0.0,30.4633,0.0,0,0,30000,0.0,5,3254.3891,96.9773,0.9947,0,0,1,0.0,5,3140.9855,95.0029,1.0036,0,0,1,0.0,5,3286.0353,92.9697,1.0118,0,0,1,1.5832,5,3335.9345,87.7102,0.9963,0,0,1,0.0,5,3945.8024,93.4608,1.0006,0,0,1,0.0,5,3116.4969,83.5002,1.0055,0,0,1,0.0,5,3452.5446,97.2554,1.0058,0,0,1,0.0,5,3532.7546,92.4667,0.9899,0,0,1,0.0,5,3118.131,88.7566,0.991,0,0,1,2.6659,5,3870.3491,97.2498,0.9916,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,18.5383,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-52af98,1,0,0.2478,1.0,0,0,0,1.5286,2,0,3.7915,1.0,22,800,0,4.5505,3,0.0,33.2985,0.0156,0,0,30000,0.0,5,3946.9883,73.3475,0.9997,0,0,1,0.0,5,3082.9619,68.3603,1.0073,0,0,1,1.6522,5,3123.2065,63.4719,0.9983,0,0,1,0.0,5,3064.0033,41.0142,0.9854,0,0,1,1.8696,5,3361.4468,65.6894,0.9945,0,0,1,0.0,5,3524.7009,46.0797,1.0046,0,0,1,0.0,5,3608.3733,64.3638,0.9901,0,0,1,0.0,5,3676.9253,59.7364,1.0007,0,0,1,0.0,5,3042.2653,59.4521,0.9792,0,0,1,0.0,5,3766.5338,71.1165,1.0019,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,17.9323,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-6e54f7,1,0,9.7633,1.0,0,0,0,0.4522,2,0,0.1948,1.0,127,5000,0,0.0,4,1425.2295,45.7131,0.9617,0,0,5000,0.0,4,2214.2519,61.4926,0.9481,0,0,5000,1.117,4,2160.4285,45.8647,0.9522,0,0,5000,0.5245,4,2275.4615,33.937,0.9649,0,0,5000,3.1624,4,2070.9231,45.7507,0.9462,0,0,5000,1.9463,4,1841.2552,41.8677,0.9678,0,0,5000,0.9537,6,0.0,0.0,1.0,0,0,0,201.6693,4,1888.6308,44.692,0.959,0,0,5000,0.0,4,1905.5694,44.5309,0.9562,0,0,5000,0.0,4,2439.1379,46.9025,0.9374,0,0,5000,0.6576,4,1963.2494,67.4185,0.9754,0,0,5000,0.0786,4,2124.1846,45.817,0.9561,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,201.0537,4,2320.7644,47.4171,0.967,0,0,5000,0.0,4,2226.8981,28.9348,0.9565,0,0,5000,0.0,4,2188.2605,37.552,0.9568,0,0,5000,0.0,4,1851.4103,38.8325,0.9625,0,0,5000,1.1114,4,2230.9233,48.3165,0.9595,0,0,5000,0.3823
0,job-nrm-long-031e84,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,70,5000,0,1.5502,4,2208.5043,35.1357,0.9616,0,0,5000,0.0,4,1943.9968,48.1436,0.9688,0,0,5000,1.9726,4,1488.5891,42.3919,0.9687,0,0,5000,0.0,4,2103.7555,37.8783,0.9652,0,0,5000,0.0,4,1985.5919,39.7106,0.9639,0,0,5000,2.3361,4,1830.0278,35.3967,0.957,0,0,5000,0.0,6,0.0,2.8404,1.0,0,0,0,196.8169,4,2191.5271,29.1353,0.9475,0,0,5000,1.9466,4,1739.7831,59.0904,0.9689,0,0,5000,4.1127,4,2087.8324,36.8966,0.9604,0,0,5000,0.5157,4,2032.8994,48.6612,0.9807,0,0,5000,0.0,4,2181.4726,45.3414,0.9738,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,197.0654,4,1943.6015,34.0256,0.9814,0,0,5000,0.0,4,1707.501,44.6771,0.9944,0,0,5000,2.4421,4,2145.9011,50.8565,0.9727,0,0,5000,0.0,4,2008.4593,33.736,0.9578,0,0,5000,2.5003,4,1749.0931,58.3444,0.9594,0,0,5000,1.0329
0,job-nrm-long-7525d2,1,0,0.0,1.0,0,0,0,0.8767,2,0,6.5544,1.0,102,5000,0,1.6836,4,2016.2011,54.3848,0.9629,0,0,5000,2.6529,4,1515.8407,34.2403,0.9508,0,0,5000,0.0,4,2036.4374,39.1954,0.9558,0,0,5000,0.0,4,1920.4712,41.2199,0.9529,0,0,5000,2.7118,4,1855.8847,61.1974,0.9503,0,0,5000,2.5691,4,2164.9674,42.8061,0.9584,0,0,5000,0.0,6,0.0,3.0746,1.0,0,0,0,201.7259,4,1879.6087,34.9142,0.9677,0,0,5000,0.0,4,1951.6234,45.8902,0.9616,0,0,5000,1.05,4,1965.798,57.0893,0.9525,0,0,5000,0.0,4,2365.213,53.3639,0.9627,0,0,5000,0.0,4,1709.3312,65.217,0.937,0,0,5000,2.9025,6,0.0,6.2187,1.0,0,0,0,199.2948,4,1458.519,59.6057,0.9564,0,0,5000,3.5925,4,2079.5513,35.1452,0.9534,0,0,5000,0.0,4,2360.7875,64.775,0.9649,0,0,5000,0.9804,4,1888.5289,36.3513,0.9645,0,0,5000,0.4507,4,1946.7664,31.4989,0.9569,0,0,5000,0.9801
0,job-nrm-rare-c1145a,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,13,300,0,1.5097,3,621.4122,35.0509,0.0,0,0,2000,0.0,3,520.8262,35.1379,0.0262,0,0,2000,0.0,3,549.7963,34.296,0.0017,0,0,2000,0.0,3,593.643,34.6214,0.0159,0,0,2000,0.3521,3,484.4082,49.6345,0.0,0,0,2000,0.0,3,573.7064,44.3938,0.0087,0,0,2000,0.2259,3,515.0966,43.0393,0.0056,0,0,2000,0.6411,3,629.1036,32.558,0.0244,0,0,2000,1.1432,3,715.9838,30.5709,0.0,0,0,2000,3.6219,7,0.0,3.3902,1.0,0,0,0,5.6768,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-c6d1f5,1,0,0.0,1.0,0,0,0,3.4496,2,0,3.0373,1.0,17,800,0,0.0,3,0.0,34.996,0.0197,0,0,30000,0.0,5,2978.436,60.9221,0.9992,0,0,1,2.5674,5,4052.0428,79.2133,0.9839,0,0,1,0.4767,5,3117.9011,61.0033,0.991,0,0,1,0.0,5,3061.8357,72.7763,1.0022,0,0,1,1.5214,5,3440.8,59.1025,1.0106,0,0,1,1.3651,5,3319.3415,70.1753,0.9996,0,0,1,0.0,5,3347.3496,58.5811,1.0163,0,0,1,1.2715,5,4201.9844,72.6618,0.9897,0,0,1,2.6445,5,3051.914,54.4446,0.9923,0,0,1,0.0,5,3262.0326,65.8221,1.0152,0,0,1,1.3156,7,0.0,0.0,1.0,0,0,0,21.3001,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-f791cd,1,0,3.1783,1.0,0,0,0,0.0,2,0,0.0,1.0,96,5000,0,0.0,4,2458.6589,50.7828,0.9732,0,0,5000,0.2427,4,1909.8901,51.7071,0.9494,0,0,5000,0.1671,4,1651.6193,51.0345,0.9695,0,0,5000,0.0,4,2321.3882,32.404,0.9508,0,0,5000,0.0,4,1696.7878,53.8215,0.962,0,0,5000,0.8229,4,2129.3803,59.7285,0.9478,0,0,5000,0.1224,6,0.0,0.0,1.0,0,0,0,197.6897,4,1802.3975,56.8415,0.9774,0,0,5000,0.0,4,2020.8731,26.9732,0.9428,0,0,5000,0.0,4,1998.9605,34.7561,0.9519,0,0,5000,0.0,4,2018.2869,37.179,0.9642,0,0,5000,1.578,4,1931.1765,52.1482,0.9526,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,201.9334,4,2424.7771,52.1852,0.9601,0,0,5000,2.6889,4,1769.2692,28.8041,0.9493,0,0,5000,1.157,4,2036.6793,36.1379,0.9711,0,0,5000,0.0,4,1975.1414,45.0058,0.9421,0,0,5000,0.0,4,1846.4935,31.9943,0.9633,0,0,5000,0.0
0,job-nrm-rare-6f4a15,1,0,2.2761,1.0,0,0,0,0.0,2,0,0.0,1.0,15,300,0,0.0,3,520.7626,44.3189,0.0042,0,0,2000,0.0,3,466.6229,24.9084,0.0076,0,0,2000,1.8365,3,496.5167,49.281,0.0,0,0,2000,2.0237,3,595.161,25.0478,0.0016,0,0,2000,0.0,3,637.7972,43.5766,0.0126,0,0,2000,1.415,3,454.7291,39.4687,0.0,0,0,2000,1.4793,3,654.3665,37.5972,0.0,0,0,2000,0.0,3,574.5479,30.5432,0.002,0,0,2000,0.0,3,509.3652,35.7552,0.0088,0,0,2000,0.0,3,471.5936,37.9286,0.0,0,0,2000,0.147,3,513.1019,47.3112,0.0044,0,0,2000,0.7281,3,599.4644,20.025,0.0138,0,0,2000,2.6481,7,0.0,0.0,1.0,0,0,0,12.2162,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-c505c7,1,0,0.66,1.0,0,0,0,0.0,2,0,0.0,1.0,78,5000,0,0.0,4,1604.8698,25.669,0.9539,0,0,5000,2.285,4,1949.6749,49.6038,0.9579,0,0,5000,0.0,4,2074.7872,49.4296,0.9563,0,0,5000,2.6337,4,1981.0542,67.8551,0.9642,0,0,5000,0.0031,4,1740.7999,36.5599,0.9582,0,0,5000,2.9855,4,1613.8459,32.4689,0.9598,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,196.9434,4,1783.3057,29.6875,0.9597,0,0,5000,2.6301,4,1780.1068,38.2233,0.9482,0,0,5000,0.0,4,1953.9268,34.3783,0.9652,0,0,5000,0.8544,4,2163.7231,55.1023,0.9655,0,0,5000,0.0,4,1889.4448,30.6819,0.9588,0,0,5000,0.6698,6,0.0,0.0,1.0,0,0,0,200.4846,4,2373.2036,55.9589,0.9697,0,0,5000,1.2014,4,1685.5135,42.7028,0.9541,0,0,5000,1.2675,4,1898.7235,44.5192,0.942,0,0,5000,0.6248,4,2429.4795,45.5032,0.9816,0,0,5000,0.0,4,1825.4411,38.1772,0.9631,0,0,5000,0.3001
1,job-atk-stlth-8491b5,1,0,0.0,1.0,0,0,0,0.0,2,0,7.8507,1.0,21,800,0,0.0,3,0.0,36.1079,0.0027,0,0,30000,0.1159,5,2320.205,68.796,0.9959,0,0,1,0.8077,5,3089.7767,64.4813,0.9866,0,0,1,0.1806,5,4389.0754,77.7192,0.9997,0,0,1,0.0,5,3571.7812,62.4667,0.9963,0,0,1,0.6656,5,3590.3534,61.9556,1.0235,0,0,1,0.0,5,3097.5785,53.4682,0.9766,0,0,1,1.3634,5,2764.5207,63.8435,0.9908,0,0,1,0.7273,5,3741.6969,67.613,0.9949,0,0,1,0.0,5,3459.6502,77.4125,1.0036,0,0,1,2.9104,5,4009.7332,74.9657,0.9817,0,0,1,0.1475,7,0.0,3.56,1.0,0,0,0,18.6914,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-785ca9,1,0,0.0,1.0,0,0,0,1.901,2,0,0.0,1.0,16,800,0,0.4191,3,0.0,35.1212,0.0068,0,0,30000,0.0,5,4254.8416,95.5853,1.0088,0,0,1,0.0,5,3460.3539,89.2457,0.9912,0,0,1,3.0543,5,3152.5954,97.2045,1.0151,0,0,1,3.9454,5,3110.127,88.2603,1.0021,0,0,1,0.0,5,3305.4154,83.9446,0.9972,0,0,1,0.0,5,3426.9482,99.5414,1.0033,0,0,1,0.0,5,3418.5183,89.2035,0.9986,0,0,1,0.6116,5,3152.1786,88.5392,0.9948,0,0,1,1.5751,5,3558.0148,97.2721,0.9939,0,0,1,0.0,5,3556.1111,97.7165,1.0119,0,0,1,0.6865,7,0.0,0.0,1.0,0,0,0,21.1452,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-aa77d7,1,0,0.0,1.0,0,0,0,0.1732,2,0,0.0,1.0,0,800,0,0.0,3,0.0,29.4492,0.0084,0,0,30000,1.6956,5,3553.4466,95.3306,0.9806,0,0,1,0.0,5,3791.1929,100.0,0.9946,0,0,1,2.8002,5,3288.191,90.4207,1.0017,0,0,1,2.6297,5,3005.9393,86.2337,0.986,0,0,1,0.0,5,3614.6043,98.3735,0.9997,0,0,1,1.2066,5,3995.5732,84.9546,1.0081,0,0,1,0.6655,5,3389.3826,100.0,1.0071,0,0,1,0.0,5,3792.7353,94.0922,1.0028,0,0,1,0.0,5,3570.4734,93.1201,1.0111,0,0,1,0.328,5,3466.4688,100.0,1.0016,0,0,1,0.9871,7,0.0,0.0,1.0,0,0,0,22.0131,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-a9cefe,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,74,5000,0,0.0,4,1922.2588,45.0446,0.9631,0,0,5000,0.0,4,1931.5593,48.0211,0.9449,0,0,5000,0.0,4,1901.7888,44.6724,0.952,0,0,5000,0.8487,4,1755.4408,43.1238,0.967,0,0,5000,0.0299,4,1765.1009,41.5655,0.9633,0,0,5000,1.7699,4,1455.5457,63.9787,0.9589,0,0,5000,0.0,6,0.0,0.9003,1.0,0,0,0,199.1711,4,1964.468,60.7513,0.9671,0,0,5000,0.0,4,1904.8558,38.2959,0.9467,0,0,5000,0.0,4,2189.6124,47.8104,0.9546,0,0,5000,0.8523,4,2019.1084,30.7713,0.9644,0,0,5000,0.8398,4,2065.4334,57.8784,0.977,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,200.0435,4,2023.7538,51.2006,0.9536,0,0,5000,0.0,4,1833.2375,43.5033,0.9589,0,0,5000,0.0,4,1794.6742,24.364,0.9422,0,0,5000,2.1553,4,2163.8667,44.8589,0.9691,0,0,5000,0.0,4,2310.4312,40.5088,0.9596,0,0,5000,3.8285
0,job-nrm-long-f7e7d9,1,0,3.0484,1.0,0,0,0,0.0,2,0,3.9596,1.0,93,5000,0,1.6703,4,2136.122,41.2764,0.9554,0,0,5000,0.0,4,1950.345,35.1643,0.9645,0,0,5000,0.441,4,1895.1366,49.3318,0.9407,0,0,5000,3.209,4,2434.3644,39.1703,0.9628,0,0,5000,0.0,4,1895.0705,49.2177,0.9417,0,0,5000,2.2024,4,1836.6027,31.1334,0.9597,0,0,5000,0.0,6,0.0,1.7656,1.0,0,0,0,203.466,4,1769.5212,52.8816,0.9762,0,0,5000,0.0,4,1858.8773,41.7325,0.95,0,0,5000,0.6102,4,1930.2869,41.0525,0.9777,0,0,5000,0.0,4,2112.3213,55.6694,0.9524,0,0,5000,1.3577,4,1799.3037,47.7828,0.9489,0,0,5000,0.6056,6,0.0,0.0,1.0,0,0,0,197.4895,4,2537.5116,62.88,0.9645,0,0,5000,3.3448,4,2383.4677,51.2561,0.9653,0,0,5000,0.0,4,2401.809,46.5198,0.9528,0,0,5000,0.0,4,2000.5701,56.1668,0.9494,0,0,5000,1.5239,4,1873.7709,56.0042,0.953,0,0,5000,1.0848
0,job-nrm-long-0358fe,1,0,3.8759,1.0,0,0,0,1.3567,2,0,2.8621,1.0,90,5000,0,0.0,4,1933.7995,30.1865,0.9747,0,0,5000,1.0526,4,1853.9014,52.7405,0.9615,0,0,5000,0.3079,4,2108.1041,42.3544,0.9684,0,0,5000,3.0811,4,2088.7377,27.1689,0.9597,0,0,5000,0.6157,4,2042.053,42.5666,0.9637,0,0,5000,2.8043,4,2075.9891,55.1521,0.9577,0,0,5000,0.2275,6,0.0,0.0,1.0,0,0,0,198.0984,4,1900.6069,47.1129,0.9696,0,0,5000,0.6408,4,2481.6998,60.7067,0.9741,0,0,5000,0.0,4,2126.701,36.2349,0.9688,0,0,5000,2.8049,4,1830.6412,31.193,0.9608,0,0,5000,0.0,4,1895.937,43.1004,0.965,0,0,5000,0.0,6,0.0,2.8684,1.0,0,0,0,195.31,4,1791.8669,30.0282,0.969,0,0,5000,2.1768,4,1728.4787,63.5284,0.9541,0,0,5000,0.0,4,2081.3105,60.1881,0.9731,0,0,5000,0.0,4,2122.4205,53.6628,0.9354,0,0,5000,2.5068,4,1836.0322,44.9577,0.9507,0,0,5000,0.0
1,job-atk-stlth-bda959,1,0,1.7172,1.0,0,0,0,2.3881,2,0,0.0,1.0,17,800,0,0.0,3,0.0,37.0216,0.0228,0,0,30000,0.0,5,3674.6444,97.5155,1.0224,0,0,1,0.0,5,3996.828,100.0,0.9923,0,0,1,1.1589,5,2972.5409,91.2616,0.9973,0,0,1,0.0,5,3142.0672,93.9599,1.0045,0,0,1,1.7114,5,3261.1674,88.7624,1.0123,0,0,1,0.0,5,2673.9368,100.0,1.0141,0,0,1,0.0,5,3666.8735,99.2054,1.0041,0,0,1,0.0,5,4220.0132,91.0862,1.0092,0,0,1,0.0,5,3107.4104,100.0,0.9825,0,0,1,0.0,5,3271.1839,84.8799,1.0005,0,0,1,0.0,7,0.0,4.5724,1.0,0,0,0,23.9031,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-75fcb2,1,0,0.0,1.0,0,0,0,0.5689,2,0,1.3474,1.0,174,5000,0,0.0,4,2347.8607,57.21,0.9631,0,0,5000,2.5073,4,2012.9682,47.4072,0.9397,0,0,5000,0.0,4,1984.3863,27.1685,0.9689,0,0,5000,1.1302,4,1746.3961,55.6247,0.9623,0,0,5000,0.0,4,2323.1072,52.2764,0.9607,0,0,5000,0.6019,4,2113.7896,45.8758,0.9687,0,0,5000,3.8313,6,0.0,0.0,1.0,0,0,0,203.2188,4,1922.6704,26.7439,0.9601,0,0,5000,1.1397,4,2066.8591,44.5626,0.9581,0,0,5000,3.221,4,1982.879,44.9251,0.963,0,0,5000,0.5786,4,1670.591,51.6688,0.9663,0,0,5000,0.0,4,2069.8338,28.0484,0.9791,0,0,5000,1.3774,6,0.0,0.0,1.0,0,0,0,198.9067,4,1904.5714,39.1671,0.9536,0,0,5000,1.9898,4,1897.8971,52.9363,0.9736,0,0,5000,1.3449,4,1967.5621,40.499,0.9447,0,0,5000,0.0,4,1909.8501,30.4365,0.9747,0,0,5000,0.0,4,1729.6809,55.9943,0.9758,0,0,5000,0.0
0,job-nrm-long-16935d,1,0,0.6219,1.0,0,0,0,0.0,2,0,0.0,1.0,73,5000,0,4.8702,4,2275.5305,41.7111,0.9799,0,0,5000,0.0,4,2005.0725,56.6962,0.9616,0,0,5000,0.0,4,1916.2426,38.2834,0.9515,0,0,5000,1.2796,4,2274.6806,32.9935,0.9689,0,0,5000,0.1543,4,1985.2536,54.7704,0.9596,0,0,5000,0.0,4,2012.1151,27.2606,0.9535,0,0,5000,1.2666,6,0.0,10.8862,1.0,0,0,0,205.5496,4,1930.1575,54.9593,0.9668,0,0,5000,0.0,4,2209.5985,37.915,0.9575,0,0,5000,0.0,4,1961.9178,26.1301,0.9597,0,0,5000,0.32,4,2117.6491,54.6255,0.9771,0,0,5000,0.0,4,2373.4213,57.5815,0.9625,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,199.6061,4,1913.1076,57.0182,0.9702,0,0,5000,0.0,4,1795.2613,45.8408,0.9613,0,0,5000,2.2308,4,1936.5454,36.5815,0.9642,0,0,5000,0.0,4,1853.1272,41.1506,0.9591,0,0,5000,3.4034,4,1751.9854,36.3731,0.9542,0,0,5000,1.1719
