session_id,label,client_type,step_0_delta_time,step_0_cumulative_time,step_0_is_TRAINING_START,step_0_is_TRAINING_EPOCH,step_0_is_TRAINING_END,step_0_is_UPLOAD_SUCCESS,step_0_is_ATTACK_START,step_0_is_ATTACK_INIT,step_0_is_ATTACK_ITERATION,step_0_is_FILE_IO,step_0_is_UPLOAD_ATTEMPT,step_0_is_UPLOAD_DELAY,step_0_log_level,step_0_loss_value,step_0_loss_type,step_0_iteration_count,step_1_delta_time,step_1_cumulative_time,step_1_is_TRAINING_START,step_1_is_TRAINING_EPOCH,step_1_is_TRAINING_END,step_1_is_UPLOAD_SUCCESS,step_1_is_ATTACK_START,step_1_is_ATTACK_INIT,step_1_is_ATTACK_ITERATION,step_1_is_FILE_IO,step_1_is_UPLOAD_ATTEMPT,step_1_is_UPLOAD_DELAY,step_1_log_level,step_1_loss_value,step_1_loss_type,step_1_iteration_count,step_2_delta_time,step_2_cumulative_time,step_2_is_TRAINING_START,step_2_is_TRAINING_EPOCH,step_2_is_TRAINING_END,step_2_is_UPLOAD_SUCCESS,step_2_is_ATTACK_START,step_2_is_ATTACK_INIT,step_2_is_ATTACK_ITERATION,step_2_is_FILE_IO,step_2_is_UPLOAD_ATTEMPT,step_2_is_UPLOAD_DELAY,step_2_log_level,step_2_loss_value,step_2_loss_type,step_2_iteration_count,step_3_delta_time,step_3_cumulative_time,step_3_is_TRAINING_START,step_3_is_TRAINING_EPOCH,step_3_is_TRAINING_END,step_3_is_UPLOAD_SUCCESS,step_3_is_ATTACK_START,step_3_is_ATTACK_INIT,step_3_is_ATTACK_ITERATION,step_3_is_FILE_IO,step_3_is_UPLOAD_ATTEMPT,step_3_is_UPLOAD_DELAY,step_3_log_level,step_3_loss_value,step_3_loss_type,step_3_iteration_count,step_4_delta_time,step_4_cumulative_time,step_4_is_TRAINING_START,step_4_is_TRAINING_EPOCH,step_4_is_TRAINING_END,step_4_is_UPLOAD_SUCCESS,step_4_is_ATTACK_START,step_4_is_ATTACK_INIT,step_4_is_ATTACK_ITERATION,step_4_is_FILE_IO,step_4_is_UPLOAD_ATTEMPT,step_4_is_UPLOAD_DELAY,step_4_log_level,step_4_loss_value,step_4_loss_type,step_4_iteration_count,step_5_delta_time,step_5_cumulative_time,step_5_is_TRAINING_START,step_5_is_TRAINING_EPOCH,step_5_is_TRAINING_END,step_5_is_UPLOAD_SUCCESS,step_5_is_ATTACK_START,step_5_is_ATTACK_INIT,step_5_is_ATTACK_ITERATION,step_5_is_FILE_IO,step_5_is_UPLOAD_ATTEMPT,step_5_is_UPLOAD_DELAY,step_5_log_level,step_5_loss_value,step_5_loss_type,step_5_iteration_count,step_6_delta_time,step_6_cumulative_time,step_6_is_TRAINING_START,step_6_is_TRAINING_EPOCH,step_6_is_TRAINING_END,step_6_is_UPLOAD_SUCCESS,step_6_is_ATTACK_START,step_6_is_ATTACK_INIT,step_6_is_ATTACK_ITERATION,step_6_is_FILE_IO,step_6_is_UPLOAD_ATTEMPT,step_6_is_UPLOAD_DELAY,step_6_log_level,step_6_loss_value,step_6_loss_type,step_6_iteration_count,step_7_delta_time,step_7_cumulative_time,step_7_is_TRAINING_START,step_7_is_TRAINING_EPOCH,step_7_is_TRAINING_END,step_7_is_UPLOAD_SUCCESS,step_7_is_ATTACK_START,step_7_is_ATTACK_INIT,step_7_is_ATTACK_ITERATION,step_7_is_FILE_IO,step_7_is_UPLOAD_ATTEMPT,step_7_is_UPLOAD_DELAY,step_7_log_level,step_7_loss_value,step_7_loss_type,step_7_iteration_count,step_8_delta_time,step_8_cumulative_time,step_8_is_TRAINING_START,step_8_is_TRAINING_EPOCH,step_8_is_TRAINING_END,step_8_is_UPLOAD_SUCCESS,step_8_is_ATTACK_START,step_8_is_ATTACK_INIT,step_8_is_ATTACK_ITERATION,step_8_is_FILE_IO,step_8_is_UPLOAD_ATTEMPT,step_8_is_UPLOAD_DELAY,step_8_log_level,step_8_loss_value,step_8_loss_type,step_8_iteration_count,step_9_delta_time,step_9_cumulative_time,step_9_is_TRAINING_START,step_9_is_TRAINING_EPOCH,step_9_is_TRAINING_END,step_9_is_UPLOAD_SUCCESS,step_9_is_ATTACK_START,step_9_is_ATTACK_INIT,step_9_is_ATTACK_ITERATION,step_9_is_FILE_IO,step_9_is_UPLOAD_ATTEMPT,step_9_is_UPLOAD_DELAY,step_9_log_level,step_9_loss_value,step_9_loss_type,step_9_iteration_count,step_10_delta_time,step_10_cumulative_time,step_10_is_TRAINING_START,step_10_is_TRAINING_EPOCH,step_10_is_TRAINING_END,step_10_is_UPLOAD_SUCCESS,step_10_is_ATTACK_START,step_10_is_ATTACK_INIT,step_10_is_ATTACK_ITERATION,step_10_is_FILE_IO,step_10_is_UPLOAD_ATTEMPT,step_10_is_UPLOAD_DELAY,step_10_log_level,step_10_loss_value,step_10_loss_type,step_10_iteration_count,step_11_delta_time,step_11_cumulative_time,step_11_is_TRAINING_START,step_11_is_TRAINING_EPOCH,step_11_is_TRAINING_END,step_11_is_UPLOAD_SUCCESS,step_11_is_ATTACK_START,step_11_is_ATTACK_INIT,step_11_is_ATTACK_ITERATION,step_11_is_FILE_IO,step_11_is_UPLOAD_ATTEMPT,step_11_is_UPLOAD_DELAY,step_11_log_level,step_11_loss_value,step_11_loss_type,step_11_iteration_count,step_12_delta_time,step_12_cumulative_time,step_12_is_TRAINING_START,step_12_is_TRAINING_EPOCH,step_12_is_TRAINING_END,step_12_is_UPLOAD_SUCCESS,step_12_is_ATTACK_START,step_12_is_ATTACK_INIT,step_12_is_ATTACK_ITERATION,step_12_is_FILE_IO,step_12_is_UPLOAD_ATTEMPT,step_12_is_UPLOAD_DELAY,step_12_log_level,step_12_loss_value,step_12_loss_type,step_12_iteration_count
33,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.528,0.528,0,1,0,0,0,0,0,0,0,0,0,2.144,1,0.01,0.272,0.8,0,1,0,0,0,0,0,0,0,0,0,1.5391,1,0.02,0.328,1.128,0,1,0,0,0,0,0,0,0,0,0,1.1084,1,0.03,0.29,1.418,0,1,0,0,0,0,0,0,0,0,0,0.7893,1,0.04,0.321,1.739,0,1,0,0,0,0,0,0,0,0,0,0.5681,1,0.05,0.1,1.839,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.939,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.442,0.442,0,1,0,0,0,0,0,0,0,0,0,2.1296,1,0.01,0.288,0.73,0,1,0,0,0,0,0,0,0,0,0,1.531,1,0.02,0.246,0.976,0,1,0,0,0,0,0,0,0,0,0,1.1178,1,0.03,0.313,1.289,0,1,0,0,0,0,0,0,0,0,0,0.812,1,0.04,0.286,1.575,0,1,0,0,0,0,0,0,0,0,0,0.6018,1,0.05,0.1,1.675,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.775,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44,0.44,0,1,0,0,0,0,0,0,0,0,0,2.1224,1,0.01,0.367,0.807,0,1,0,0,0,0,0,0,0,0,0,1.5275,1,0.02,0.23,1.037,0,1,0,0,0,0,0,0,0,0,0,1.1078,1,0.03,0.3,1.337,0,1,0,0,0,0,0,0,0,0,0,0.8003,1,0.04,0.329,1.666,0,1,0,0,0,0,0,0,0,0,0,0.6099,1,0.05,0.1,1.766,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.866,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.533,3.783,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.843,6.626,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,2.911,9.537,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.654,13.191,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.768,16.959,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,2.22,19.179,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.016,22.195,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,22.695,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.901,24.596,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,25.096,0,0,0,0,0,0,0,0,0,1,2,0,0,0
37,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.415,3.665,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.387,6.052,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.69,9.742,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.507,12.249,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.604,14.853,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.478,18.331,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.047,21.378,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,21.878,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.895,24.773,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,25.273,0,0,0,0,0,0,0,0,0,1,2,0,0,0
38,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.57,0.57,0,1,0,0,0,0,0,0,0,0,0,2.1346,1,0.01,0.398,0.968,0,1,0,0,0,0,0,0,0,0,0,1.5386,1,0.02,0.32,1.288,0,1,0,0,0,0,0,0,0,0,0,1.111,1,0.03,0.296,1.584,0,1,0,0,0,0,0,0,0,0,0,0.7993,1,0.04,0.309,1.893,0,1,0,0,0,0,0,0,0,0,0,0.5969,1,0.05,0.1,1.993,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,2.093,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.165,3.415,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.567,5.982,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.763,9.745,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.706,13.451,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.202,15.653,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.575,19.228,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.32,22.548,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,23.048,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.978,26.026,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,26.526,0,0,0,0,0,0,0,0,0,1,2,0,0,0
40,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.484,0.484,0,1,0,0,0,0,0,0,0,0,0,2.1154,1,0.01,0.332,0.816,0,1,0,0,0,0,0,0,0,0,0,1.5125,1,0.02,0.248,1.064,0,1,0,0,0,0,0,0,0,0,0,1.0987,1,0.03,0.217,1.281,0,1,0,0,0,0,0,0,0,0,0,0.8118,1,0.04,0.364,1.645,0,1,0,0,0,0,0,0,0,0,0,0.5802,1,0.05,0.1,1.745,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.845,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.436,0.436,0,1,0,0,0,0,0,0,0,0,0,2.1277,1,0.01,0.362,0.798,0,1,0,0,0,0,0,0,0,0,0,1.5239,1,0.02,0.258,1.056,0,1,0,0,0,0,0,0,0,0,0,1.0935,1,0.03,0.348,1.404,0,1,0,0,0,0,0,0,0,0,0,0.805,1,0.04,0.374,1.778,0,1,0,0,0,0,0,0,0,0,0,0.6003,1,0.05,0.1,1.878,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.978,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.523,0.523,0,1,0,0,0,0,0,0,0,0,0,2.1411,1,0.01,0.218,0.741,0,1,0,0,0,0,0,0,0,0,0,1.547,1,0.02,0.352,1.093,0,1,0,0,0,0,0,0,0,0,0,1.1194,1,0.03,0.311,1.404,0,1,0,0,0,0,0,0,0,0,0,0.811,1,0.04,0.353,1.757,0,1,0,0,0,0,0,0,0,0,0,0.5826,1,0.05,0.1,1.857,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.957,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.539,0.539,0,1,0,0,0,0,0,0,0,0,0,2.1196,1,0.01,0.202,0.741,0,1,0,0,0,0,0,0,0,0,0,1.5134,1,0.02,0.28,1.021,0,1,0,0,0,0,0,0,0,0,0,1.0807,1,0.03,0.352,1.373,0,1,0,0,0,0,0,0,0,0,0,0.792,1,0.04,0.31,1.683,0,1,0,0,0,0,0,0,0,0,0,0.5928,1,0.05,0.1,1.783,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.883,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.589,0.589,0,1,0,0,0,0,0,0,0,0,0,2.136,1,0.01,0.259,0.848,0,1,0,0,0,0,0,0,0,0,0,1.5268,1,0.02,0.326,1.174,0,1,0,0,0,0,0,0,0,0,0,1.0814,1,0.03,0.274,1.448,0,1,0,0,0,0,0,0,0,0,0,0.7982,1,0.04,0.351,1.799,0,1,0,0,0,0,0,0,0,0,0,0.6069,1,0.05,0.1,1.899,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.047,3.297,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.211,5.508,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.602,9.11,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.249,12.359,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.073,15.432,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,2.222,17.654,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.76,21.414,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,21.914,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.869,24.783,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,25.283,0,0,0,0,0,0,0,0,0,1,2,0,0,0
46,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.473,0.473,0,1,0,0,0,0,0,0,0,0,0,2.1483,1,0.01,0.375,0.848,0,1,0,0,0,0,0,0,0,0,0,1.5513,1,0.02,0.364,1.212,0,1,0,0,0,0,0,0,0,0,0,1.1107,1,0.03,0.395,1.607,0,1,0,0,0,0,0,0,0,0,0,0.7892,1,0.04,0.359,1.966,0,1,0,0,0,0,0,0,0,0,0,0.5917,1,0.05,0.1,2.066,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,2.166,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.468,0.468,0,1,0,0,0,0,0,0,0,0,0,2.1328,1,0.01,0.374,0.842,0,1,0,0,0,0,0,0,0,0,0,1.5212,1,0.02,0.24,1.082,0,1,0,0,0,0,0,0,0,0,0,1.104,1,0.03,0.204,1.286,0,1,0,0,0,0,0,0,0,0,0,0.8037,1,0.04,0.327,1.613,0,1,0,0,0,0,0,0,0,0,0,0.5904,1,0.05,0.1,1.713,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.813,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.529,0.529,0,1,0,0,0,0,0,0,0,0,0,2.1118,1,0.01,0.348,0.877,0,1,0,0,0,0,0,0,0,0,0,1.5114,1,0.02,0.333,1.21,0,1,0,0,0,0,0,0,0,0,0,1.0746,1,0.03,0.353,1.563,0,1,0,0,0,0,0,0,0,0,0,0.7851,1,0.04,0.234,1.797,0,1,0,0,0,0,0,0,0,0,0,0.5995,1,0.05,0.1,1.897,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.997,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.792,3.042,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.585,5.627,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.781,9.408,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.444,11.852,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.938,14.79,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.996,18.786,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.443,22.229,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,22.729,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.412,25.141,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,25.641,0,0,0,0,0,0,0,0,0,1,2,0,0,0
50,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.49,0.49,0,1,0,0,0,0,0,0,0,0,0,2.1356,1,0.01,0.228,0.718,0,1,0,0,0,0,0,0,0,0,0,1.5437,1,0.02,0.393,1.111,0,1,0,0,0,0,0,0,0,0,0,1.1228,1,0.03,0.287,1.398,0,1,0,0,0,0,0,0,0,0,0,0.7981,1,0.04,0.325,1.723,0,1,0,0,0,0,0,0,0,0,0,0.5804,1,0.05,0.1,1.823,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.923,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.244,3.494,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.554,6.048,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.814,9.862,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.697,13.559,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.872,17.431,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,2.037,19.468,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.648,23.116,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,23.616,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.467,26.083,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,26.583,0,0,0,0,0,0,0,0,0,1,2,0,0,0
52,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.461,0.461,0,1,0,0,0,0,0,0,0,0,0,2.1127,1,0.01,0.258,0.719,0,1,0,0,0,0,0,0,0,0,0,1.5001,1,0.02,0.365,1.084,0,1,0,0,0,0,0,0,0,0,0,1.0744,1,0.03,0.215,1.299,0,1,0,0,0,0,0,0,0,0,0,0.782,1,0.04,0.239,1.538,0,1,0,0,0,0,0,0,0,0,0,0.562,1,0.05,0.1,1.638,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.738,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.371,3.621,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.838,7.459,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,2.858,10.317,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.759,13.076,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.622,15.698,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.921,19.619,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.611,23.23,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,23.73,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.076,24.806,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,25.306,0,0,0,0,0,0,0,0,0,1,2,0,0,0
54,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.091,3.341,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.406,6.747,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,2.426,9.173,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.666,11.839,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.656,15.495,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.655,19.15,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.71,22.86,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,23.36,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.358,25.718,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,26.218,0,0,0,0,0,0,0,0,0,1,2,0,0,0
55,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.546,0.546,0,1,0,0,0,0,0,0,0,0,0,2.1374,1,0.01,0.208,0.754,0,1,0,0,0,0,0,0,0,0,0,1.5256,1,0.02,0.245,0.999,0,1,0,0,0,0,0,0,0,0,0,1.0892,1,0.03,0.325,1.324,0,1,0,0,0,0,0,0,0,0,0,0.7896,1,0.04,0.254,1.578,0,1,0,0,0,0,0,0,0,0,0,0.567,1,0.05,0.1,1.678,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.778,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
