label,len,t0_event,t0_dur,t0_cpu,t0_io,t0_days,t0_area,t0_rec,t0_exp,t1_event,t1_dur,t1_cpu,t1_io,t1_days,t1_area,t1_rec,t1_exp,t2_event,t2_dur,t2_cpu,t2_io,t2_days,t2_area,t2_rec,t2_exp,t3_event,t3_dur,t3_cpu,t3_io,t3_days,t3_area,t3_rec,t3_exp,t4_event,t4_dur,t4_cpu,t4_io,t4_days,t4_area,t4_rec,t4_exp,t5_event,t5_dur,t5_cpu,t5_io,t5_days,t5_area,t5_rec,t5_exp,t6_event,t6_dur,t6_cpu,t6_io,t6_days,t6_area,t6_rec,t6_exp,t7_event,t7_dur,t7_cpu,t7_io,t7_days,t7_area,t7_rec,t7_exp,t8_event,t8_dur,t8_cpu,t8_io,t8_days,t8_area,t8_rec,t8_exp,t9_event,t9_dur,t9_cpu,t9_io,t9_days,t9_area,t9_rec,t9_exp,t10_event,t10_dur,t10_cpu,t10_io,t10_days,t10_area,t10_rec,t10_exp,t11_event,t11_dur,t11_cpu,t11_io,t11_days,t11_area,t11_rec,t11_exp,t12_event,t12_dur,t12_cpu,t12_io,t12_days,t12_area,t12_rec,t12_exp,t13_event,t13_dur,t13_cpu,t13_io,t13_days,t13_area,t13_rec,t13_exp,t14_event,t14_dur,t14_cpu,t14_io,t14_days,t14_area,t14_rec,t14_exp,t15_event,t15_dur,t15_cpu,t15_io,t15_days,t15_area,t15_rec,t15_exp,t16_event,t16_dur,t16_cpu,t16_io,t16_days,t16_area,t16_rec,t16_exp,t17_event,t17_dur,t17_cpu,t17_io,t17_days,t17_area,t17_rec,t17_exp,t18_event,t18_dur,t18_cpu,t18_io,t18_days,t18_area,t18_rec,t18_exp,t19_event,t19_dur,t19_cpu,t19_io,t19_days,t19_area,t19_rec,t19_exp
1,28,1,0,22.341,1.0,0,0,0,0.383,2,0,21.84,1.0,34,1000,0,0.0,3,0.0,37.03,0.01,0,0,20000,4.064,5,1150.54,32.911,1.0,0,0,1,8.131,5,2113.415,42.836,1.0,0,0,1,7.755,5,1432.772,66.747,1.0,0,0,1,0.0,5,1844.293,74.482,1.0,0,0,1,0.0,5,1089.002,45.506,1.0,0,0,1,0.0,5,1989.391,70.545,1.0,0,0,1,9.089,5,1242.296,64.367,1.0,0,0,1,10.547,5,1384.321,56.261,1.0,0,0,1,0.0,5,1290.25,54.379,1.0,0,0,1,2.653,5,2529.496,81.995,1.0,0,0,1,0.0,5,1015.179,39.789,1.0,0,0,1,13.757,5,2253.214,41.404,1.0,0,0,1,0.0,5,1199.944,54.732,1.0,0,0,1,0.0,5,1825.028,58.601,1.0,0,0,1,10.737,5,1345.345,53.793,1.0,0,0,1,6.35,5,1449.669,29.272,1.0,0,0,1,7.249,5,2296.823,59.739,1.0,0,0,1,15.271
1,7,1,0,0.0,1.0,0,0,0,0.0,2,0,41.981,1.0,10,200,0,12.527,3,0.0,17.237,0.001,0,0,20000,0.0,5,5003.884,83.869,1.0,0,0,1,0.0,5,2887.17,100.0,1.0,0,0,1,3.581,5,3218.575,99.218,1.0,0,0,1,7.845,7,0.0,2.072,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,24,1,0,0.0,1.0,0,0,0,7.852,2,0,0.0,1.0,40,1000,0,5.704,3,0.0,13.649,0.011,0,0,20000,8.165,5,1523.716,39.472,1.0,0,0,1,0.0,5,1186.505,47.523,1.0,0,0,1,16.6,5,1282.81,75.163,1.0,0,0,1,0.0,5,871.392,64.864,1.0,0,0,1,0.0,5,1485.668,42.451,1.0,0,0,1,0.0,5,1557.415,53.685,1.0,0,0,1,0.0,5,1094.994,47.694,1.0,0,0,1,6.345,5,1917.896,73.519,1.0,0,0,1,0.0,5,1523.767,70.241,1.0,0,0,1,0.0,5,1902.595,61.041,1.0,0,0,1,8.743,5,1753.752,84.84,1.0,0,0,1,6.29,5,1223.901,73.608,1.0,0,0,1,4.367,5,610.985,58.346,1.0,0,0,1,0.0,5,1399.433,62.134,1.0,0,0,1,0.0,5,915.023,60.233,1.0,0,0,1,14.243,5,2536.636,48.396,1.0,0,0,1,6.673,5,889.214,65.647,1.0,0,0,1,0.0
0,9,1,0,0.0,1.0,0,0,0,0.0,2,0,0.304,1.0,14,242,0,7.589,3,0.0,12.356,0.001,0,0,10000,2.155,5,4005.707,92.649,1.0,0,0,1,6.721,5,5183.982,88.906,1.0,0,0,1,5.508,5,4135.27,94.311,1.0,0,0,1,0.0,5,1862.532,75.353,1.0,0,0,1,0.0,5,3216.533,68.563,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,27.926,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,7,1,0,0.0,1.0,0,0,0,0.722,2,0,10.338,1.0,10,200,0,0.092,3,0.0,8.565,0.0,0,0,20000,5.826,5,5875.361,88.016,1.0,0,0,1,0.0,5,5141.11,75.888,1.0,0,0,1,7.288,5,3737.446,72.407,1.0,0,0,1,0.0,7,0.0,0.117,1.0,0,0,0,5.009,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,28,1,0,0.0,1.0,0,0,0,9.904,2,0,0.0,1.0,55,5000,0,5.447,4,2631.815,45.607,0.938,0,0,5000,14.968,4,2304.661,59.414,0.946,0,0,5000,1.851,4,2412.625,74.539,0.887,0,0,5000,9.414,4,2695.238,77.736,0.87,0,0,5000,18.385,4,1981.25,28.902,0.882,0,0,5000,0.0,4,2277.044,55.326,0.881,0,0,5000,0.0,4,2653.945,51.546,0.969,0,0,5000,0.452,4,1660.697,39.768,0.891,0,0,5000,8.314,4,1946.229,55.462,0.813,0,0,5000,0.0,4,1213.854,64.853,0.867,0,0,5000,0.0,4,2866.678,43.245,0.935,0,0,5000,1.151,4,2178.562,61.503,0.942,0,0,5000,18.06,4,2240.39,55.998,0.808,0,0,5000,7.645,4,2580.2,27.208,0.946,0,0,5000,0.0,4,1852.148,36.679,0.98,0,0,5000,0.0,4,1506.7,68.696,0.838,0,0,5000,0.0,4,1556.364,40.302,0.925,0,0,5000,13.121,4,2678.541,54.899,0.861,0,0,5000,4.71
0,31,1,0,0.0,1.0,0,0,0,0.0,2,0,24.407,1.0,230,5000,0,0.0,4,2009.514,32.419,0.82,0,0,5000,8.359,4,1809.361,100.0,0.802,0,0,5000,2.722,4,2106.257,60.421,0.91,0,0,5000,0.0,4,1843.659,32.188,0.868,0,0,5000,0.0,4,3161.261,42.878,0.976,0,0,5000,0.0,4,1727.569,58.887,0.941,0,0,5000,21.091,4,2151.644,63.226,0.914,0,0,5000,0.0,4,2303.065,71.468,0.969,0,0,5000,0.0,4,2701.569,62.967,0.805,0,0,5000,14.812,4,1962.759,5.738,0.821,0,0,5000,6.873,4,1979.266,35.349,0.931,0,0,5000,0.0,4,2588.047,16.288,0.922,0,0,5000,0.0,4,1219.112,48.028,0.922,0,0,5000,2.314,4,1830.013,64.875,0.871,0,0,5000,0.0,4,2526.942,13.502,0.83,0,0,5000,0.0,4,2069.325,16.796,0.848,0,0,5000,0.0,4,1902.288,53.923,0.95,0,0,5000,0.0,4,1606.523,57.553,0.842,0,0,5000,0.0
0,9,1,0,2.221,1.0,0,0,0,0.195,2,0,3.552,1.0,11,389,0,0.0,3,0.0,43.068,0.001,0,0,10000,5.205,5,5579.297,100.0,1.0,0,0,1,0.0,5,4456.323,88.66,1.0,0,0,1,18.391,5,3234.989,84.757,1.0,0,0,1,4.348,5,4235.396,100.0,1.0,0,0,1,1.344,5,3390.028,84.817,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,39.262,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,28,1,0,0.0,1.0,0,0,0,4.697,2,0,1.009,1.0,95,5000,0,10.408,4,1495.663,69.063,0.881,0,0,5000,0.0,4,1856.865,60.765,0.802,0,0,5000,1.855,4,1561.319,45.258,0.935,0,0,5000,8.923,4,1775.97,44.957,0.827,0,0,5000,1.255,4,2802.605,53.918,0.941,0,0,5000,0.0,4,2345.825,21.614,0.958,0,0,5000,11.628,4,2293.934,60.604,0.974,0,0,5000,0.0,4,1875.59,27.129,0.923,0,0,5000,0.0,4,2368.172,43.496,0.9,0,0,5000,0.0,4,1755.404,59.005,0.949,0,0,5000,0.0,4,1507.443,62.136,0.888,0,0,5000,0.0,4,1538.582,49.494,0.807,0,0,5000,15.934,4,2490.369,20.739,0.827,0,0,5000,2.182,4,1910.731,66.868,0.978,0,0,5000,3.778,4,1581.564,50.415,0.815,0,0,5000,0.0,4,2245.051,45.004,0.806,0,0,5000,26.388,4,2592.74,41.988,0.816,0,0,5000,0.0,4,2084.291,66.027,0.854,0,0,5000,3.318
1,7,1,0,0.0,1.0,0,0,0,13.714,2,0,12.714,1.0,10,200,0,0.0,3,0.0,19.48,0.0,0,0,20000,0.0,5,4169.926,95.03,1.0,0,0,1,0.0,5,5901.792,70.368,1.0,0,0,1,3.561,5,3723.491,100.0,1.0,0,0,1,0.0,7,0.0,12.325,1.0,0,0,0,10.628,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,9,1,0,19.554,1.0,0,0,0,0.0,2,0,28.761,1.0,7,433,0,6.204,3,0.0,28.716,0.001,0,0,10000,0.0,5,3606.691,90.24,1.0,0,0,1,8.119,5,2768.808,84.977,1.0,0,0,1,0.0,5,4021.134,96.321,1.0,0,0,1,7.733,5,3650.02,79.595,1.0,0,0,1,0.0,5,4439.037,81.899,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,56.076,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,33,1,0,0.0,1.0,0,0,0,0.0,2,0,35.786,1.0,0,5000,0,0.0,4,1363.994,27.13,0.871,0,0,5000,0.0,4,1853.798,45.48,0.923,0,0,5000,0.0,4,1335.801,62.52,0.879,0,0,5000,0.0,4,2418.424,70.735,0.941,0,0,5000,0.0,4,2259.896,57.323,0.977,0,0,5000,0.0,4,1387.285,84.992,0.94,0,0,5000,0.0,4,1851.48,45.845,0.833,0,0,5000,7.768,4,2934.322,55.802,0.979,0,0,5000,18.502,4,2934.753,54.728,0.978,0,0,5000,3.026,4,1613.959,54.411,0.915,0,0,5000,6.115,4,1614.971,69.591,0.839,0,0,5000,5.809,4,2327.387,27.814,0.836,0,0,5000,8.855,4,2256.477,83.87,0.861,0,0,5000,0.0,4,1832.2,24.822,0.802,0,0,5000,0.0,4,1554.94,37.642,0.95,0,0,5000,6.713,4,1714.069,82.875,0.915,0,0,5000,0.64,4,2673.575,44.939,0.933,0,0,5000,0.49,4,2405.498,48.046,0.824,0,0,5000,8.357
1,28,1,0,0.0,1.0,0,0,0,3.584,2,0,6.213,1.0,20,1000,0,0.0,3,0.0,10.497,0.005,0,0,20000,10.797,5,2183.24,57.077,1.0,0,0,1,11.48,5,894.617,52.878,1.0,0,0,1,0.0,5,1864.46,60.165,1.0,0,0,1,7.552,5,1280.668,70.534,1.0,0,0,1,0.0,5,2053.815,45.648,1.0,0,0,1,1.997,5,1660.662,44.52,1.0,0,0,1,0.0,5,1493.906,72.853,1.0,0,0,1,0.0,5,1170.382,83.185,1.0,0,0,1,4.958,5,1193.285,69.487,1.0,0,0,1,0.0,5,1842.172,30.331,1.0,0,0,1,0.0,5,994.763,52.153,1.0,0,0,1,6.468,5,1460.973,67.626,1.0,0,0,1,4.03,5,2689.167,62.936,1.0,0,0,1,1.824,5,1019.837,58.33,1.0,0,0,1,2.94,5,2028.139,26.286,1.0,0,0,1,0.0,5,1367.347,56.584,1.0,0,0,1,1.153,5,1666.939,58.482,1.0,0,0,1,13.641
0,9,1,0,0.0,1.0,0,0,0,2.437,2,0,8.414,1.0,0,180,0,0.0,3,0.0,51.529,0.001,0,0,10000,0.0,5,4176.512,82.011,1.0,0,0,1,12.627,5,2860.467,88.445,1.0,0,0,1,0.0,5,3891.78,100.0,1.0,0,0,1,5.32,5,2976.405,77.838,1.0,0,0,1,9.573,5,2637.966,100.0,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,32.819,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,36,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,153,5000,0,10.544,4,1912.153,76.856,0.971,0,0,5000,8.32,4,2510.921,45.129,0.909,0,0,5000,1.286,4,2342.533,16.173,0.833,0,0,5000,2.581,4,1912.49,58.233,0.851,0,0,5000,13.99,4,1928.21,79.056,0.851,0,0,5000,1.608,4,1353.718,81.857,0.955,0,0,5000,12.623,4,2710.824,77.651,0.941,0,0,5000,4.042,4,1876.724,63.847,0.85,0,0,5000,0.0,4,1874.384,46.278,0.974,0,0,5000,0.0,4,2132.564,35.033,0.914,0,0,5000,0.0,4,1507.475,32.416,0.922,0,0,5000,0.0,4,1286.579,77.159,0.935,0,0,5000,0.0,4,1830.687,36.602,0.911,0,0,5000,7.64,4,2105.772,41.331,0.878,0,0,5000,4.732,4,2125.651,23.145,0.907,0,0,5000,0.0,4,1681.755,72.482,0.884,0,0,5000,20.012,4,2521.134,64.108,0.829,0,0,5000,0.0,4,1711.61,61.185,0.816,0,0,5000,2.036
0,9,1,0,0.0,1.0,0,0,0,14.592,2,0,5.72,1.0,12,324,0,0.0,3,0.0,38.719,0.002,0,0,10000,0.0,5,3303.903,91.059,1.0,0,0,1,0.0,5,2449.388,96.578,1.0,0,0,1,3.427,5,3216.645,69.119,1.0,0,0,1,5.833,5,2469.122,96.418,1.0,0,0,1,0.0,5,3302.516,94.224,1.0,0,0,1,0.0,7,0.0,37.659,1.0,0,0,0,50.07,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,33,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,39,1000,0,0.0,3,0.0,17.371,0.012,0,0,20000,0.0,5,1704.992,55.488,1.0,0,0,1,0.0,5,2362.386,30.956,1.0,0,0,1,6.055,5,1613.747,46.315,1.0,0,0,1,0.0,5,1919.727,60.64,1.0,0,0,1,0.0,5,1302.462,76.182,1.0,0,0,1,16.849,5,1569.327,54.357,1.0,0,0,1,1.077,5,1902.749,44.938,1.0,0,0,1,0.0,5,1247.131,56.984,1.0,0,0,1,0.0,5,1315.981,58.095,1.0,0,0,1,4.46,5,1850.611,41.028,1.0,0,0,1,0.0,5,1572.116,73.328,1.0,0,0,1,5.795,5,1761.903,46.695,1.0,0,0,1,0.0,5,2280.084,37.23,1.0,0,0,1,0.0,5,2065.944,35.366,1.0,0,0,1,7.573,5,1111.037,55.498,1.0,0,0,1,7.945,5,1603.967,26.154,1.0,0,0,1,6.188,5,1764.014,27.443,1.0,0,0,1,15.35
0,9,1,0,18.533,1.0,0,0,0,0.0,2,0,29.281,1.0,8,136,0,9.024,3,0.0,30.301,0.002,0,0,10000,6.044,5,3247.265,85.188,1.0,0,0,1,0.0,5,3925.074,84.801,1.0,0,0,1,0.0,5,3349.82,100.0,1.0,0,0,1,0.0,5,3533.964,84.923,1.0,0,0,1,0.025,5,3345.892,79.098,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,30.066,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,9,1,0,0.0,1.0,0,0,0,8.722,2,0,3.982,1.0,4,494,0,24.68,3,0.0,48.121,0.001,0,0,10000,6.251,5,3072.394,80.114,1.0,0,0,1,6.704,5,5283.221,74.22,1.0,0,0,1,1.25,5,3052.161,77.854,1.0,0,0,1,0.0,5,2912.982,100.0,1.0,0,0,1,0.0,5,3540.239,65.196,1.0,0,0,1,11.956,7,0.0,22.259,1.0,0,0,0,42.437,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,36,1,0,0.0,1.0,0,0,0,0.0,2,0,3.782,1.0,86,5000,0,0.0,4,1932.272,54.666,0.819,0,0,5000,1.958,4,1479.265,39.136,0.895,0,0,5000,0.653,4,1839.952,66.478,0.936,0,0,5000,10.82,4,1560.453,54.718,0.946,0,0,5000,23.403,4,1186.755,69.47,0.88,0,0,5000,18.036,4,1984.178,31.125,0.972,0,0,5000,0.0,4,2039.47,66.075,0.844,0,0,5000,3.023,4,2287.678,62.811,0.956,0,0,5000,15.601,4,2817.667,51.249,0.96,0,0,5000,18.935,4,1964.68,45.6,0.885,0,0,5000,22.363,4,2170.102,57.153,0.939,0,0,5000,0.0,4,2287.351,62.678,0.978,0,0,5000,0.0,4,2710.281,30.227,0.907,0,0,5000,0.0,4,1923.126,54.02,0.872,0,0,5000,0.0,4,1970.5,24.3,0.806,0,0,5000,5.942,4,2473.522,71.019,0.824,0,0,5000,0.0,4,1144.354,62.386,0.819,0,0,5000,0.0,4,1494.732,40.822,0.813,0,0,5000,14.16
0,9,1,0,11.037,1.0,0,0,0,0.0,2,0,0.0,1.0,14,268,0,2.034,3,0.0,37.091,0.002,0,0,10000,11.511,5,3972.6,73.829,1.0,0,0,1,0.33,5,3049.194,98.257,1.0,0,0,1,4.719,5,1551.215,80.837,1.0,0,0,1,0.0,5,3801.339,67.026,1.0,0,0,1,3.402,5,3657.873,77.752,1.0,0,0,1,8.274,7,0.0,13.555,1.0,0,0,0,52.467,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,33,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,27,1000,0,2.601,3,0.0,27.394,0.006,0,0,20000,9.723,5,1402.495,70.508,1.0,0,0,1,0.0,5,2065.76,74.655,1.0,0,0,1,17.934,5,1462.121,75.575,1.0,0,0,1,4.217,5,1441.178,26.132,1.0,0,0,1,23.207,5,980.326,29.852,1.0,0,0,1,0.0,5,2466.717,43.955,1.0,0,0,1,9.825,5,2054.811,51.476,1.0,0,0,1,0.0,5,1398.283,47.05,1.0,0,0,1,0.0,5,1048.306,80.26,1.0,0,0,1,0.986,5,1596.792,68.918,1.0,0,0,1,6.423,5,1566.175,77.713,1.0,0,0,1,0.0,5,2552.11,26.319,1.0,0,0,1,5.558,5,1679.882,44.407,1.0,0,0,1,20.199,5,734.734,63.908,1.0,0,0,1,0.0,5,1859.553,74.737,1.0,0,0,1,5.82,5,1449.374,70.719,1.0,0,0,1,3.184,5,891.93,62.458,1.0,0,0,1,0.0
1,7,1,0,14.851,1.0,0,0,0,0.0,2,0,0.0,1.0,10,200,0,0.0,3,0.0,33.147,0.001,0,0,20000,0.0,5,4436.945,100.0,1.0,0,0,1,10.748,5,2673.687,42.206,1.0,0,0,1,12.952,5,4935.851,95.742,1.0,0,0,1,15.137,7,0.0,17.069,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,7,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,10,200,0,0.0,3,0.0,57.177,0.0,0,0,20000,9.263,5,4328.696,100.0,1.0,0,0,1,3.403,5,3520.811,100.0,1.0,0,0,1,0.0,5,4391.084,100.0,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,22.155,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,7,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,10,200,0,0.0,3,0.0,65.282,0.001,0,0,20000,9.556,5,5376.069,100.0,1.0,0,0,1,4.896,5,3178.726,100.0,1.0,0,0,1,4.682,5,2703.242,100.0,1.0,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,7,1,0,20.181,1.0,0,0,0,12.37,2,0,0.249,1.0,10,200,0,0.0,3,0.0,19.078,0.0,0,0,20000,0.0,5,3197.35,87.395,1.0,0,0,1,0.0,5,3837.558,79.005,1.0,0,0,1,0.0,5,4405.567,90.266,1.0,0,0,1,0.0,7,0.0,2.269,1.0,0,0,0,1.258,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
